F3_L,F3_R,F4_L,F4_R
0.00407225592237071,-0.00479568646939978,-0.00528045112869027,0.00479999248638719
0.00385134802622014,-0.00385335980117399,-0.00433483426887499,0.0052856546901657
0.00410093962834339,-0.00333906888594745,-0.00468235427858028,0.00554888536967776
0.00233025312230903,-0.00386711578479683,-0.00518024765900684,0.00476326695209797
0.00153505197348028,-0.00515407974964832,-0.00709831474901999,0.00382433410011995
0.00211401370040626,-0.00467875777568881,-0.00683415878444018,0.00467963099682928
0.00187907149433122,-0.00600947584898846,-0.00606509249314063,0.00292377329623033
0.00252310312302116,-0.00469131566063237,-0.00553233307611177,0.00408241155298122
0.00344005481056897,-0.00505002082213443,-0.00531032570592313,0.00468855024487395
0.00306746426985751,-0.00492223831534564,-0.00491083613701289,0.00295243216963814
0.00286755514208944,-0.00394928539486386,-0.00437319979103143,0.00450396783410825
0.00279502066956321,-0.00511675767125099,-0.00532711388927763,0.00349397397244182
0.0018239134579714,-0.00461429317826478,-0.00568222444382129,0.00424618861556949
0.00524714555791366,-0.00307663959498409,-0.00376522301278868,0.00564219083347465
0.00161855311994458,-0.0043713545121682,-0.00651531753130233,0.00405875631666898
0.00345248780822245,-0.00365864933074899,-0.00493829670373965,0.0045008812134347
0.00305240799660573,-0.00394905247731436,-0.00377929254301979,0.00344570458338367
0.00534655570381912,-0.00175204560918366,-0.00158450769628603,0.00535343194051195
0.00451409502885756,-0.00325346994781578,-0.00282011184605494,0.00422035542247836
0.00296950489403167,-0.00378425281872407,-0.00525111114666022,0.00478430834406459
0.00302058350304146,-0.00522915211116936,-0.00587537642183284,0.00358537538046247
0.00202704847132831,-0.00452163828990077,-0.00566476540994649,0.00278902923375698
0.00201413729616268,-0.00413649576289784,-0.00522139120504508,0.00270628995403288
0.00320983328412833,-0.00477192586311575,-0.00457315569392693,0.00261020813069384
0.00281674387713141,-0.00527202707076933,-0.00591422041410343,0.00287931095781853
0.00209760108849327,-0.00394617262888458,-0.00517881715211582,0.00247461211955385
0.00305936977443263,-0.00486871554488558,-0.00453028889180064,0.00307107696943327
0.00255147734490236,-0.00539395060804286,-0.00496262670565687,0.0015218089731307
0.00272960444920019,-0.00477894357563307,-0.00439671455032436,0.00305443991341642
