F3_canc,F3_nostop,F4_canc,F4_nostop
-0.000605128354061447,-0.00063720198000275,-0.000700821179672075,-1.6582710165667e-05
-0.000522142096013382,9.88480392602274e-05,-0.00170027245943332,0.000441928848730549
0.000352346089469334,-0.000245336829656462,-0.00126937955490833,-0.00127405248939857
-0.00050020971334227,-0.000918914701041331,-0.00105591060243367,-0.000688179195927111
-0.00139476498785557,-0.00207450403353609,-0.00233402160328328,-0.00109549172823414
-0.00093245775570391,-0.000870814373642868,-0.00231432948531532,-0.000495881382896778
-0.000515435214032488,0.00237784237153484,-0.000759976515174342,-0.000586849091680014
-0.000222919538582688,-0.000897738252624561,-0.00060294275621039,0.000424845840787594
-0.0013926220670941,-0.000115877161723198,0.00194091466327395,-0.000668237678299935
-0.000365897099711148,-9.3697506576819e-05,0.00125868031810273,-0.000119052137780028
-0.000731041475498923,-0.000338600680501204,-0.000532020913110391,0.00181451246933789
0.00113056452714911,-0.00241574242445837,0.00260983486126729,0.00014430759946643
-0.000586656795126444,-0.00276062013759918,0.00163727023449655,-0.00081624366270447
-0.000254077246727873,0.00244950702613164,0.000178802647690677,-0.000652516215959139
-0.00387149285608029,-0.00379372966676096,-0.00691840733996019,-0.00445159978956258
-4.04808968770812e-06,0.000417963816095079,-0.000599354085514048,-0.000772564204915089
-0.000109996060045207,0.000389896257846154,-0.00054735230190287,-2.30974265360027e-05
0.000358953441136124,0.000290334121769865,4.33981513993119e-05,0.000212804437181
0.000115789149009229,0.000844164077727412,-0.000280040786741796,0.000712477107623932
-0.000694136804437891,-0.000177761727219385,0.0011387299221659,0.00140951519794297
-0.000524723038308046,9.34897118602448e-05,0.000480610291020339,0.000756855689826469
-0.000583351024745246,-0.000807543310723192,0.000460045026878245,0.00151883254567469
0.000755288329323461,-9.39098510181083e-05,-0.000758488272161996,0.00202356547007088
-0.00104859648633446,0.000410684135393321,-0.000137100724455701,0.000461956214214345
-0.000164039182813945,0.000977249049552193,0.00109707813464563,0.000734204357098253
0.000378905416963958,0.00160182124939459,-0.00242618326024231,-0.00182698651723652
0.00193905975944939,0.000131986330112502,-0.00154215260666202,-0.00167757944915004
-7.77952027864528e-05,0.000780264472664603,-0.000169995801703984,-0.00191044248427872
0.00037147845966591,0.000249430134018204,0.000946284416181714,-0.000654173634225218
